date,gflu,source1,cflu,source2,dif,pdif,sweek,swweekly,week,lcflu,lcflu3,lcflu4,lcflu5,dif_2,dif_3,dif2,absdif,s3dlscflu09,s3difdcflu09,s3difdcflu092,s3adifdcflu09,s3degflu09,s3difdeflu09,s3difdeflu092,s3adifdeflu09,s2dlscflu09,s2difdcflu09,s2difdcflu092,s2adifdcflu09,s1dlscflu09,s1difdcflu09,s1difdcflu092,s1adifdcflu09,dlscflu09,difdcflu09,difdcflu092,adifdcflu09,s2degflu09,s2difdeflu09,s2difdeflu092,s2adifdeflu09,s1degflu09,s1difdeflu09,s1difdeflu092,s1adifdeflu09,degflu09,difdeflu09,difdeflu092,adifdeflu09,dlscflul3,difdcflul3,difdcflul32,adifdcflul3,degflul3,difdeflul3,difdeflul32,adifdeflul3,r1c1neg,r1c1pos,r1c2neg,r1c2pos,r1c3neg,r1c3pos,r1c4neg,r1c4pos,r1c5neg,r1c5pos,r1c6neg,r1c6pos,r1c7neg,r1c7pos,r1c8neg,r1c8pos,r2c1neg,r2c1pos,r2c2neg,r2c2pos,r2c3neg,r2c3pos,r2c4neg,r2c4pos,r2c5neg,r2c5pos,r2c6neg,r2c6pos,r2c7neg,r2c7pos,r3c1neg,r3c1pos,r3c2neg,r3c2pos,r3c3neg,r3c3pos,r3c4neg,r3c4pos,r3c5neg,r3c5pos,r3c6neg,r3c6pos,r4c1neg,r4c1pos,r4c2neg,r4c2pos,r4c3neg,r4c3pos,r4c4neg,r4c4pos,r4c5neg,r4c5pos,r5c1neg,r5c1pos,r5c2neg,r5c2pos,r5c3neg,r5c3pos,r5c4neg,r5c4pos,r6c1neg,r6c1pos,r6c2neg,r6c2pos,r6c3neg,r6c3pos,r7c1neg,r7c1pos,r7c2neg,r7c2pos,r8c1neg,r8c1pos,cdifdeflu09,oos
9/24/06,1.133,Google Flu,0.8079344,CDC,0.32506561,0.4023416,24-Sep-06,2006w39,39,0.76244837,0.80662715,0.63883054,0.61181724,0.2025516,0.054372847,0.10566765,0.32506561,0.90944773,0.10151333,0.010304956,0.10151333,1.0264285,0.21849406,0.047739655,0.21849406,0.87233019,0.064395785,0.004146817,0.064395785,0.82305992,0.015125513,0.000228781,0.015125513,0.84093875,0.033004344,0.001089287,0.033004344,0.89484155,0.086907148,0.007552852,0.086907148,0.89366353,0.085729122,0.007349482,0.085729122,0.89088023,0.082945824,0.00688001,0.082945824,0.97138423,0.16344982,0.026715845,0.16344982,0.93874109,0.13080668,0.017110389,0.13080668,0.22355229,0.42657894,0.10657156,0.54355967,0.26066983,0.3894614,0.3099401,0.34019113,0.29206127,0.35806996,0.23815846,0.41197276,0.23933649,0.41079473,0.24211979,0.40801144,-0.11698073,0.32000738,0.037117541,0.16590911,0.086387813,0.11663884,0.068508983,0.13451767,0.014606178,0.18842047,0.015784204,0.18724245,0.018567502,0.18445915,0.15409827,0.28288984,0.20336854,0.23361957,0.18548971,0.2514984,0.13158691,0.30540121,0.13276494,0.30422318,0.13554823,0.30143988,0.049270272,0.079521298,0.031391442,0.097400129,-0.022511363,0.15130293,-0.021333337,0.15012491,-0.018550038,0.14734161,-0.01787883,0.048129857,-0.071781635,0.10203266,-0.070603609,0.10085464,-0.067820311,0.098071337,-0.053902805,0.11991149,-0.052724779,0.11873347,-0.04994148,0.11595017,0.001178026,0.17263627,0.003961325,0.16985297,0.002783299,0.16867495,0.68410856,
10/1/06,1.178,Google Flu,1.1538391,CDC,0.024160862,0.020939542,1-Oct-06,2006w40,40,0.81340629,0.76244837,0.80662715,0.63883054,0.28759366,0.2025516,0.000583747,0.024160862,0.95288324,-0.20095587,0.040383261,0.20095587,1.0139265,-0.13991261,0.019575536,0.13991261,1.0378269,-0.11601222,0.013458834,0.11601222,1.0279682,-0.12587094,0.015843494,0.12587094,1.0184184,-0.13542068,0.01833876,0.13542068,0.95240843,-0.20143068,0.04057432,0.20143068,0.95342195,-0.20041716,0.040167037,0.20041716,0.95180893,-0.20203018,0.040816195,0.20203018,1.0242956,-0.12954354,0.016781529,0.12954354,1.0155659,-0.13827324,0.019119488,0.13827324,0.22511673,-0.17679501,0.16407347,-0.11575174,0.14017308,-0.091851354,0.15003181,-0.10171008,0.15958154,-0.11125982,0.22559154,-0.17726982,0.22457802,-0.1762563,0.22619104,-0.17786932,-0.061043262,-0.34086847,-0.084943652,-0.31696808,-0.075084925,-0.32682681,-0.065535188,-0.33637655,0.000474811,-0.40238655,-0.000538707,-0.40137303,0.001074314,-0.40298605,-0.02390039,-0.25592482,-0.014041662,-0.26578355,-0.004491925,-0.27533329,0.061518073,-0.34134328,0.060504556,-0.34032977,0.062117577,-0.34194279,0.009858728,-0.24188316,0.019408464,-0.2514329,0.085418463,-0.31744289,0.084404945,-0.31642938,0.086017966,-0.3180424,0.009549737,-0.26129162,0.075559735,-0.32730162,0.074546218,-0.3262881,0.076159239,-0.32790112,0.066009998,-0.33685136,0.064996481,-0.33583784,0.066609502,-0.33745086,-0.001013517,-0.40184784,0.000599504,-0.40346086,0.001613021,-0.40244734,0.11434109,
10/8/06,1.23,Google Flu,1.1481882,CDC,0.081811786,0.071252942,8-Oct-06,2006w41,41,0.8079344,0.81340629,0.76244837,0.80662715,0.32506561,0.28759366,0.006693168,0.081811786,0.94821912,-0.19996911,0.039987646,0.19996911,1.0402945,-0.10789371,0.011641052,0.10789371,1.0782071,-0.069981098,0.004897354,0.069981098,1.0185641,-0.12962413,0.016802415,0.12962413,1.0207368,-0.12745142,0.016243864,0.12745142,0.97659618,-0.17159206,0.029443834,0.17159206,0.97732967,-0.17085856,0.029192649,0.17085856,0.93961835,-0.20856988,0.043501396,0.20856988,1.068107,-0.080081224,0.006413003,0.080081224,0.9535498,-0.19463843,0.03788412,0.19463843,0.2817809,-0.11815733,0.18970549,-0.02608192,0.15179288,0.011830688,0.21143591,-0.047812343,0.20926321,-0.045639634,0.25340384,-0.089780271,0.25267035,-0.089046776,0.29038167,-0.1267581,-0.092075408,-0.30786282,-0.12998801,-0.26995021,-0.070344985,-0.32959324,-0.072517693,-0.32742053,-0.028377056,-0.37156117,-0.029110551,-0.37082767,0.008600771,-0.408539,-0.037912607,-0.1778748,0.021730423,-0.23751783,0.019557714,-0.23534513,0.063698351,-0.27948576,0.062964857,-0.27875227,0.10067618,-0.31646359,0.05964303,-0.19960523,0.057470322,-0.19743252,0.10161096,-0.24157315,0.10087746,-0.24083966,0.13858879,-0.27855098,-0.002172709,-0.25707555,0.041967928,-0.30121619,0.041234434,-0.30048269,0.078945756,-0.33819401,0.044140637,-0.29904348,0.043407142,-0.29830998,0.081118464,-0.3360213,-0.000733495,-0.34245062,0.036977828,-0.38016194,0.037711322,-0.37942845,0.10852713,
10/15/06,1.2970001,Google Flu,1.2273599,CDC,0.06964016,0.056739803,15-Oct-06,2006w42,42,1.1538391,0.8079344,0.81340629,0.76244837,0.024160862,0.32506561,0.004849752,0.06964016,1.2430615,0.015701652,0.000246542,0.015701652,1.3086795,0.081319571,0.006612873,0.081319571,1.2873174,0.059957504,0.003594902,0.059957504,1.4271306,0.19977069,0.039908327,0.19977069,1.3720742,0.14471436,0.020942245,0.14471436,1.1936302,-0.033729672,0.001137691,0.033729672,1.1977074,-0.029652476,0.000879269,0.029652476,1.2067305,-0.020629406,0.000425572,0.020629406,1.1046205,-0.12273943,0.015064969,0.12273943,0.99105585,-0.23630404,0.055839602,0.23630404,0.053938508,0.085341811,-0.011679411,0.15095973,0.009682655,0.12959766,-0.13013053,0.26941085,-0.075074196,0.21435452,0.10336983,0.035910487,0.099292636,0.039987683,0.090269566,0.049010754,-0.065617919,0.097021222,-0.044255853,0.075659156,-0.18406904,0.21547234,-0.1290127,0.16041601,0.049431324,-0.018028021,0.045354128,-0.013950825,0.036331058,-0.004927754,0.021362066,0.14127707,-0.11845112,0.28109026,-0.063394785,0.22603393,0.11504924,0.047589898,0.11097205,0.051667094,0.10194898,0.060690165,-0.13981318,0.25972819,-0.084756851,0.20467186,0.093687177,0.026227832,0.089609981,0.030305028,0.08058691,0.039328098,0.055056334,0.34448504,0.23350036,0.16604102,0.22942317,0.17011821,0.22040009,0.17914128,0.17844403,0.11098468,0.17436683,0.11506188,0.16534376,0.12408495,-0.004077196,-0.063382149,-0.013100266,-0.054359078,-0.00902307,-0.050281882,0.40697673,
10/22/06,1.4450001,Google Flu,1.2174439,CDC,0.22755611,0.18691301,22-Oct-06,2006w43,43,1.1481882,1.1538391,0.8079344,0.81340629,0.081811786,0.024160862,0.051781785,0.22755611,1.2382448,0.020800829,0.000432674,0.020800829,1.4166207,0.19917679,0.039671391,0.19917679,1.3420017,0.12455773,0.015514629,0.12455773,1.2691576,0.051713705,0.002674307,0.051713705,1.3086044,0.091160417,0.008310221,0.091160417,1.3477144,0.13027048,0.016970398,0.13027048,1.3482103,0.13076639,0.01709985,0.13076639,1.3463515,0.12890756,0.01661716,0.12890756,1.4302046,0.21276069,0.045267109,0.21276069,1.3243341,0.1068902,0.011425516,0.1068902,0.20675528,0.24835694,0.028379321,0.4267329,0.10299838,0.35211384,0.1758424,0.27926981,0.13639569,0.31871653,0.097285628,0.35782659,0.096789718,0.3583225,0.098648548,0.35646367,-0.17837596,0.21997762,-0.1037569,0.14535856,-0.030912876,0.072514534,-0.070359588,0.11196125,-0.10946965,0.15107131,-0.10996556,0.15156722,-0.10810673,0.14970839,0.074619055,0.32373452,0.14746308,0.25089049,0.10801637,0.2903372,0.068906307,0.32944727,0.068410397,0.32994318,0.070269227,0.32808435,0.072844028,0.17627144,0.033397317,0.21571815,-0.005712748,0.25482821,-0.006208658,0.25532413,-0.004349828,0.25346529,-0.039446712,0.14287412,-0.078556776,0.18198419,-0.079052687,0.1824801,-0.077193856,0.18062127,-0.039110065,0.2214309,-0.039605975,0.22192681,-0.037747145,0.22006798,-0.000495911,0.26103687,0.00136292,0.25917804,0.001858831,0.25967395,0.75193799,
10/29/06,1.577,Google Flu,1.328132,CDC,0.24886799,0.18738197,29-Oct-06,2006w44,44,1.2273599,1.1481882,1.1538391,0.8079344,0.06964016,0.081811786,0.061935276,0.24886799,1.3057292,-0.022402883,0.000501889,0.022402883,1.5555812,0.22744918,0.051733129,0.22744918,1.5461696,0.21803761,0.047540396,0.21803761,1.5551419,0.22700989,0.05153349,0.22700989,1.5375525,0.20942044,0.043856923,0.20942044,1.5762093,0.24807727,0.061542332,0.24807727,1.5765936,0.2484616,0.061733168,0.2484616,1.5771084,0.24897635,0.061989222,0.24897635,1.5095481,0.18141603,0.032911777,0.18141603,1.5437936,0.21566153,0.046509895,0.21566153,0.27127087,0.22646511,0.02141881,0.47631717,0.030830383,0.46690559,0.021858096,0.47587788,0.039447546,0.45828843,0.000790715,0.49694526,0.000406384,0.49732959,-0.000108361,0.49784434,-0.24985206,0.2050463,-0.24044049,0.19563472,-0.24941278,0.20460701,-0.23182333,0.18701756,-0.27048016,0.22567439,-0.27086449,0.22605872,-0.27137923,0.22657347,0.009411573,0.44548678,0.000439286,0.45445907,0.018028736,0.43686962,-0.020628095,0.47552645,-0.021012425,0.47591078,-0.021527171,0.47642553,-0.008972287,0.4450475,0.008617163,0.42745805,-0.030039668,0.46611488,-0.030423999,0.46649921,-0.030938745,0.46701396,0.01758945,0.43643034,-0.021067381,0.47508717,-0.021451712,0.4754715,-0.021966457,0.47598624,-0.038656831,0.45749772,-0.039041162,0.45788205,-0.039555907,0.45839679,-0.000384331,0.49653888,-0.000899076,0.49705362,-0.000514746,0.49743795,0.88372093,
11/5/06,1.636,Google Flu,1.4775411,CDC,0.15845895,0.10724504,5-Nov-06,2006w45,45,1.2174439,1.2273599,1.1481882,1.1538391,0.22755611,0.06964016,0.025109239,0.15845895,1.2972771,-0.180264,0.032495108,0.180264,1.5080302,0.030489087,0.000929584,0.030489087,1.5258904,0.048349261,0.002337651,0.048349261,1.4200144,-0.057526708,0.003309322,0.057526708,1.4348472,-0.042693853,0.001822765,0.042693853,1.5015023,0.023961186,0.000574138,0.023961186,1.5005825,0.023041368,0.000530905,0.023041368,1.4933096,0.015768528,0.000248646,0.015768528,1.6203285,0.14278746,0.020388259,0.14278746,1.6282288,0.15068769,0.022706781,0.15068769,0.33872294,-0.021805048,0.12796986,0.18894804,0.11010969,0.20680821,0.21598566,0.10093224,0.2011528,0.11576509,0.13449776,0.18242013,0.13541758,0.18150032,0.14269042,0.17422748,-0.21075308,-0.14977491,-0.22861326,-0.13191473,-0.12273729,-0.2377907,-0.13757014,-0.22295785,-0.20422518,-0.15630281,-0.20330536,-0.15722263,-0.19603252,-0.16449547,-0.017860174,0.078838348,0.088015795,-0.027037621,0.07318294,-0.012204766,0.006527901,0.054450274,0.00744772,0.053530455,0.014720559,0.046257615,0.10587597,-0.009177446,0.091043115,0.005655408,0.024388075,0.072310448,0.025307894,0.071390629,0.032580733,0.064117789,-0.014832854,-0.10022056,-0.081487894,-0.033565521,-0.080568075,-0.03448534,-0.073295236,-0.04175818,-0.06665504,-0.018732667,-0.065735221,-0.019652486,-0.058462381,-0.026925325,0.000919819,0.047002554,0.008192658,0.039729714,0.00727284,0.038809896,0.50968993,
11/12/06,1.758,Google Flu,1.5339011,CDC,0.22409892,0.14609738,12-Nov-06,2006w46,46,1.328132,1.2174439,1.2273599,1.1481882,0.24886799,0.22755611,0.050220326,0.22409892,1.3916254,-0.14227569,0.020242373,0.14227569,1.6146046,0.080703497,0.006513055,0.080703497,1.6718025,0.13790143,0.019016802,0.13790143,1.6138279,0.079926848,0.006388301,0.079926848,1.5985731,0.064671993,0.004182467,0.064671993,1.643878,0.10997689,0.012094916,0.10997689,1.641678,0.10777688,0.011615856,0.10777688,1.6394707,0.1055696,0.011144941,0.1055696,1.6615041,0.12760305,0.01628254,0.12760305,1.7329094,0.19900835,0.039604321,0.19900835,0.36637461,0.08182323,0.14339542,0.30480242,0.086197495,0.36200035,0.14417207,0.30402577,0.15942693,0.28877091,0.11412203,0.33407581,0.11632204,0.3318758,0.11852932,0.32966852,-0.22297919,-0.061572194,-0.28017712,-0.004374266,-0.22220254,-0.062348843,-0.20694768,-0.077603698,-0.25225258,-0.032298803,-0.25005257,-0.034498811,-0.24784529,-0.03670609,-0.057197928,0.21860492,0.000776649,0.16063035,0.016031504,0.14537549,-0.029273391,0.19068038,-0.027073383,0.18848038,-0.024866104,0.1862731,0.057974577,0.21782827,0.073229432,0.20257342,0.027924538,0.24787831,0.030124545,0.24567831,0.032331824,0.24347103,0.015254855,0.14459884,-0.030050039,0.18990374,-0.027850032,0.18770373,-0.025642753,0.18549645,-0.045304894,0.17464888,-0.043104887,0.17244887,-0.040897608,0.17024159,0.002200007,0.21775377,0.004407287,0.21554649,0.002207279,0.21334648,0.72093022,
11/19/06,1.595,Google Flu,1.9126941,CDC,-0.31769407,-0.16609769,19-Nov-06,2006w47,47,1.4775411,1.328132,1.2174439,1.2273599,0.15845895,0.24886799,0.10092952,0.31769407,1.5189787,-0.39371538,0.1550118,0.39371538,1.5137914,-0.39890265,0.15912333,0.39890265,2.051589,0.13889492,0.019291798,0.13889492,2.109587,0.19689286,0.038766798,0.19689286,2.0921311,0.17943704,0.032197651,0.17943704,1.8349615,-0.077732563,0.006042352,0.077732563,1.8392148,-0.073479295,0.005399207,0.073479295,1.8430424,-0.069651723,0.004851363,0.069651723,1.9506899,0.037995815,0.001443682,0.037995815,1.7859786,-0.12671554,0.016056828,0.12671554,0.076021314,-0.71140945,0.081208587,-0.71659672,-0.45658898,-0.17879915,-0.51458693,-0.12080121,-0.49713111,-0.13825703,-0.2399615,-0.39542663,-0.24421477,-0.39117336,-0.24804235,-0.38734579,0.005187273,-0.79261804,-0.5326103,-0.25482047,-0.59060824,-0.19682252,-0.57315242,-0.21427834,-0.31598282,-0.47144794,-0.32023609,-0.46719468,-0.32406366,-0.4633671,-0.53779757,-0.26000774,-0.59579551,-0.2020098,-0.5783397,-0.21946561,-0.32117009,-0.47663522,-0.32542336,-0.47238195,-0.32925093,-0.46855438,-0.057997942,0.33578777,-0.040542126,0.31833196,0.21662748,0.061162353,0.21237421,0.065415621,0.20854664,0.069243193,0.017455816,0.3763299,0.27462542,0.11916029,0.27037215,0.12341356,0.26654458,0.12724113,0.2571696,0.10170448,0.25291634,0.10595775,0.24908876,0.10978532,-0.004253268,-0.15121186,-0.00808084,-0.14738429,-0.003827572,-0.14313102,0.26937985,
11/26/06,1.8890001,Google Flu,1.8379993,CDC,0.051000714,0.02774795,26-Nov-06,2006w48,48,1.5339011,1.4775411,1.328132,1.2174439,0.22409892,0.15845895,0.002601073,0.051000714,1.5670189,-0.27098048,0.073430419,0.27098048,1.7610309,-0.076968431,0.00592414,0.076968431,2.0090907,0.17109132,0.02927224,0.17109132,1.8952984,0.057299018,0.003283178,0.057299018,1.9243324,0.086333036,0.007453393,0.086333036,1.8878984,0.049899101,0.00248992,0.049899101,1.8869706,0.048971295,0.002398188,0.048971295,1.8825318,0.044532418,0.001983136,0.044532418,2.2035124,0.36551309,0.13359982,0.36551309,1.9884702,0.15047085,0.022641478,0.15047085,0.32198119,-0.21997976,0.12796915,-0.025967717,-0.1200906,0.22209203,-0.006298304,0.10829973,-0.035332322,0.13733375,0.001101613,0.10089982,0.002029419,0.09997201,0.006468296,0.095533133,-0.19401205,-0.34794891,-0.4420718,-0.099889159,-0.3282795,-0.21368146,-0.35731351,-0.18464744,-0.32087958,-0.22108138,-0.31995177,-0.22200918,-0.3155129,-0.22644806,-0.24805975,0.094122887,-0.13426745,-0.019669414,-0.16330147,0.009364605,-0.12686753,-0.02706933,-0.12593973,-0.027997136,-0.12150085,-0.032436013,0.1137923,0.22839034,0.084758282,0.25742435,0.12119222,0.22099042,0.12212002,0.22006261,0.1265589,0.21562374,-0.029034019,0.14363205,0.007399917,0.10719812,0.008327723,0.10627031,0.0127666,0.10183144,0.036433935,0.13623214,0.037361741,0.13530433,0.041800618,0.13086545,0.000927806,0.098870397,0.005366683,0.09443152,0.004438877,0.093503714,0.58139533,
12/3/06,1.886,Google Flu,1.9537557,CDC,-0.067755699,-0.034679718,3-Dec-06,2006w49,49,1.9126941,1.5339011,1.4775411,1.328132,-0.31769407,0.22409892,0.004590835,0.067755699,1.8898946,-0.063861132,0.004078244,0.063861132,2.1217675,0.16801178,0.028227959,0.16801178,2.4323058,0.47855008,0.22901018,0.47855008,2.4866798,0.53292406,0.28400806,0.53292406,2.4583209,0.50456512,0.25458595,0.50456512,2.2030928,0.24933708,0.062168978,0.24933708,2.2082529,0.25449717,0.064768806,0.25449717,2.2177911,0.26403534,0.069714665,0.26403534,2.3558741,0.40211833,0.16169915,0.40211833,2.0132015,0.059445739,0.003533796,0.059445739,-0.003894568,-0.13161683,-0.23576748,0.10025609,-0.54630578,0.41079438,-0.60067976,0.46516836,-0.57232082,0.43680942,-0.31709278,0.18158138,-0.32225287,0.18674147,-0.33179104,0.19627964,-0.23187292,0.10415065,-0.54241121,0.41468894,-0.59678519,0.46906292,-0.56842625,0.44070399,-0.31319821,0.18547595,-0.3183583,0.19063604,-0.32789648,0.20017421,-0.31053829,0.64656186,-0.36491227,0.70093584,-0.33655334,0.6725769,-0.081325293,0.41734886,-0.086485386,0.42250896,-0.09602356,0.43204713,-0.05437398,1.0114741,-0.026015043,0.9831152,0.229213,0.72788715,0.22405291,0.73304725,0.21451473,0.74258542,0.028358936,1.0374892,0.28358698,0.78226113,0.27842689,0.78742123,0.26888871,0.7969594,0.25522804,0.7539022,0.25006795,0.75906229,0.24052978,0.76860046,-0.005160093,0.50383425,-0.014698267,0.51337242,-0.009538174,0.51853251,0.90310079,
12/10/06,2.079,Google Flu,2.4040747,CDC,-0.32507467,-0.1352182,10-Dec-06,2006w50,50,1.8379993,1.9126941,1.5339011,1.4775411,0.051000714,-0.31769407,0.10567354,0.32507467,1.8262262,-0.57784843,0.33390883,0.57784843,2.0654905,-0.33858418,0.11463925,0.33858418,2.4948449,0.090770245,0.008239238,0.090770245,2.3853335,-0.018741131,0.00035123,0.018741131,2.4144869,0.010412216,0.000108414,0.010412216,2.0386992,-0.36537552,0.13349926,0.36537552,2.0465467,-0.35752797,0.12782624,0.35752797,2.0373695,-0.36670518,0.13447268,0.36670518,2.6902549,0.28618026,0.081899136,0.28618026,2.17874,-0.22533464,0.050775703,0.22533464,0.25277376,-0.90292311,0.013509512,-0.66365886,-0.41584492,-0.23430443,-0.30633354,-0.3438158,-0.33548689,-0.31466246,0.040300846,-0.69045019,0.032453299,-0.68260264,0.041630507,-0.69177985,-0.23926425,-0.91643262,-0.66861868,-0.48707819,-0.5591073,-0.59658957,-0.58826065,-0.56743622,-0.21247292,-0.94322395,-0.22032046,-0.93537641,-0.21114326,-0.94455361,-0.42935443,-0.24781394,-0.31984305,-0.35732532,-0.3489964,-0.32817197,0.026791334,-0.7039597,0.018943787,-0.69611216,0.028120995,-0.70528936,0.10951138,0.072029114,0.080358028,0.10118246,0.45614576,-0.27460527,0.44829822,-0.26675773,0.45747542,-0.27593493,-0.029153347,-0.008328915,0.34663439,-0.38411665,0.33878684,-0.3762691,0.34796405,-0.38544631,0.37578773,-0.3549633,0.36794019,-0.34711576,0.3771174,-0.35629296,-0.007847548,-0.72290349,0.00132966,-0.7320807,0.009177208,-0.72423315,0.060077518,
12/17/06,2.3050001,Google Flu,2.8745267,CDC,-0.56952667,-0.19812885,17-Dec-06,2006w51,51,1.9537557,1.8379993,1.9126941,1.5339011,-0.067755699,0.051000714,0.32436064,0.56952667,1.9248948,-0.94963193,0.90180081,0.94963193,2.3691399,-0.50538683,0.25541586,0.50538683,2.6693444,-0.20518231,0.042099781,0.20518231,2.485116,-0.38941073,0.15164071,0.38941073,2.4883776,-0.38614917,0.14911118,0.38614917,2.3727419,-0.5017848,0.25178799,0.5017848,2.3748207,-0.49970603,0.24970612,0.49970603,2.3756807,-0.49884605,0.24884738,0.49884605,2.8737316,-0.000795126,6.32E-07,0.000795126,2.3435535,-0.5309732,0.28193253,0.5309732,0.38010526,-1.5191586,-0.064139843,-1.0749135,-0.36434436,-0.77470899,-0.18011594,-0.95893741,-0.1833775,-0.95567584,-0.067741871,-1.0713115,-0.069820642,-1.0692327,-0.070680618,-1.0683727,-0.4442451,-1.4550188,-0.74444962,-1.1548142,-0.5602212,-1.3390427,-0.56348276,-1.3357811,-0.44784713,-1.4514167,-0.4499259,-1.449338,-0.45078588,-1.448478,-0.30020452,-0.71056914,-0.1159761,-0.89479756,-0.11923766,-0.891536,-0.003602028,-1.0071716,-0.0056808,-1.0050929,-0.006540775,-1.0042329,0.18422842,-0.59459305,0.18096685,-0.59133148,0.29660249,-0.70696712,0.29452372,-0.70488834,0.29366374,-0.70402837,-0.003261566,-0.7755599,0.11237407,-0.89119554,0.1102953,-0.88911676,0.10943532,-0.88825679,0.11563563,-0.88793397,0.11355686,-0.8858552,0.11269689,-0.88499522,-0.002078772,-1.0014908,-0.002938747,-1.0006309,-0.000859976,-0.99855208,0.044573642,
12/24/06,2.5469999,Google Flu,3.0259678,CDC,-0.47896791,-0.15828586,24-Dec-06,2006w52,52,2.4040747,1.9537557,1.8379993,1.9126941,-0.32507467,-0.067755699,0.22941026,0.47896791,2.3087378,-0.71723008,0.51441902,0.71723008,2.7816603,-0.24430752,0.059686162,0.24430752,2.7333155,-0.29265237,0.085645407,0.29265237,2.97246,-0.053507805,0.002863085,0.053507805,2.9106169,-0.11535096,0.013305845,0.11535096,3.0023434,-0.02362442,0.000558113,0.02362442,2.9949572,-0.031010628,0.000961659,0.031010628,3.0071471,-0.018820763,0.000354221,0.018820763,2.4328542,-0.59311366,0.35178381,0.59311366,2.7241409,-0.30182695,0.091099508,0.30182695,0.23826218,-1.196198,-0.23466039,-0.72327542,-0.18631554,-0.77162027,-0.4254601,-0.53247571,-0.36361694,-0.59431887,-0.45534348,-0.50259233,-0.44795728,-0.50997853,-0.46014714,-0.49778867,-0.47292256,-0.9615376,-0.42457771,-1.0098825,-0.66372228,-0.77073789,-0.60187912,-0.83258104,-0.69360566,-0.7408545,-0.68621945,-0.74824071,-0.69840932,-0.73605084,0.048344851,-0.53695989,-0.19079971,-0.29781532,-0.12895656,-0.35965848,-0.2206831,-0.26793194,-0.21329689,-0.27531815,-0.22548676,-0.26312828,-0.23914456,-0.34616017,-0.17730141,-0.40800333,-0.26902795,-0.31627679,-0.26164174,-0.323663,-0.27383161,-0.31147313,0.061843157,-0.16885877,-0.029883385,-0.077132225,-0.022497177,-0.084518433,-0.034687042,-0.072328568,-0.091726542,-0.13897538,-0.084340334,-0.14636159,-0.096530199,-0.13417172,0.007386208,-0.054635048,-0.004803658,-0.042445183,-0.012189865,-0.04983139,0.40891472,
12/31/06,2.4189999,Google Flu,2.3781703,CDC,0.040829659,0.017168518,31-Dec-06,2007w1,1,2.8745267,2.4040747,1.9537557,1.8379993,-0.56952667,-0.32507467,0.001667061,0.040829659,2.7097418,0.33157158,0.10993971,0.33157158,2.8189363,0.4407661,0.19427475,0.4407661,2.1861808,-0.19198942,0.036859937,0.19198942,2.2709694,-0.10720086,0.011492024,0.10720086,2.3205431,-0.057627201,0.003320894,0.057627201,2.7408412,0.3626709,0.13153018,0.3626709,2.7278764,0.34970617,0.12229441,0.34970617,2.7270689,0.34889865,0.12173027,0.34889865,2.3789072,0.000736952,5.43E-07,0.000736952,2.5485401,0.17036986,0.02902589,0.17036986,-0.29074192,0.37240124,-0.39993644,0.48159575,0.23281908,-0.15115976,0.14803052,-0.066371202,0.09845686,-0.016797543,-0.32184124,0.40350056,-0.30887651,0.39053583,-0.30806899,0.38972831,-0.10919452,0.77233768,0.523561,0.13958216,0.43877244,0.22437072,0.38919878,0.27394438,-0.031099319,0.69424248,-0.018134594,0.68127775,-0.01732707,0.68047023,0.63275552,0.24877667,0.54796696,0.33356524,0.4983933,0.3831389,0.078095198,0.80343699,0.091059923,0.79047227,0.091867447,0.78966475,-0.084788561,-0.29919028,-0.13436222,-0.24961662,-0.55466032,0.17068148,-0.54169559,0.15771675,-0.54088807,0.15690923,-0.04957366,-0.16482806,-0.46987176,0.25547004,-0.45690703,0.24250531,-0.45609951,0.24169779,-0.4202981,0.3050437,-0.40733337,0.29207897,-0.40652585,0.29127145,0.012964725,0.71237707,0.013772249,0.71156955,0.000807524,0.69860482,0.93217057,
